"CODIGO","DESCRIPCIO","CODIGO_ASO","RUBRO","CODIGO_DE_","GRABADO","ALICUOTA","PROVEEDOR","COSTO","MONEDA","FECHA_ALTA","MATERIAL","ADUANA","ORIGEN","DESPACHO","BOX","TIPO","FECHA_ULT_","FECHA_ULT_","CANTIDAD_U","STOCK","UNIDAD_DE_","SUBRUBRO","UNIDADES_P","CANTIDAD_D","FORMA_DE_V","ESTADO","STOCK_MINI","STOCK_MIN2","BONIFICACI","BONIFICAC2","BONIFICAC3","BONIFICAC4","PRECIO_DE_","PRECIO_DE2","PRECIO_DE3","PRECIO_DE4","MARGEN","BASE_COSTO","PRECIO_UNI","LISTA_FORZ","LISTA_FOR2","INCLUIRLIS","COLUMNAS","LOCAL_DE_V","UNIDAD_VEN","ACTUALIZAC","MODELO","MANGA","CIERRE","TELA","COLOR","TALLE","TALLE_EN_L","PROMEDIO","MINIMO_VTA","MULTIPLO_V","BARRA_PACK"
60060,600060 SOFT BOTONES GON,60060,25,0,TRUE,21,,, $,2007-07-10,94,16-08-07 BA AS,CHINA,07001IC04 132085 N,,2,24/08/07,2007-08-24,1,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,24/08/07 12:12,,,,,,,,,0,0,0
600601,600060 SOFT BOTONES GON,60060,25,0,TRUE,21,,, $,2007-07-10,94,16-08-07 BA AS,CHINA,07001IC04 132085 N,,2,24/08/07,2007-08-24,500,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,24/08/07 12:24,,,,,,,,,0,0,0
505461,CARTERON OJALILLOS,50546,16,0,TRUE,21,,, $,2007-07-10,99,29-08-07 BS AS,CHINA,07001IC04 139353 S,,2,06/09/07,2007-09-06,500,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 10:50,,,,,,,,,0,0,0
600602,600060 SOFT BOTONES GON,60060,25,0,TRUE,21,,, $,2007-07-10,94,16-08-07 BA AS,CHINA,07001IC04 132085 N,,2,12/11/07,2007-11-12,14,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,24/08/07 12:24,,,,,,,,,0,0,0
60061,600061 SOFT BOTONES 1 MAN,60061,25,0,TRUE,21,,, $,2007-07-10,94,16-08-07 BA AS,CHINA,07001IC04 132085 N,,2,24/08/07,2007-08-24,1,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,24/08/07 12:11,,,,,,,,,0,0,0
505471,TAPA OVAL,50547,16,0,TRUE,21,,, $,2007-07-10,99,29-08-07 BS AS,CHINA,07001IC04 139353 S,,2,06/09/07,2007-09-06,500,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 10:54,,,,,,,,,0,0,0
600611,600061 SOFT BOTONES 1 MAN,60061,25,0,TRUE,21,,, $,2007-07-10,94,16-08-07 BA AS,CHINA,07001IC04 132085 N,,2,24/08/07,2007-08-24,500,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,24/08/07 12:25,,,,,,,,,0,0,0
600612,600061 SOFT BOTONES 1 MAN,60061,25,0,TRUE,21,,, $,2007-07-10,94,16-08-07 BA AS,CHINA,07001IC04 132085 N,,2,24/08/07,2007-08-24,300,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,24/08/07 12:25,,,,,,,,,0,0,0
50527,CAR MANIJA LARGA,50527,18,0,TRUE,21,,, $,2007-07-10,99,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,21/11/07,2007-11-21,1,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,05/10/07 12:43,,,,,,,,,0,0,0
505271,CAR MANIJA LARGA,50527,18,0,TRUE,21,,, $,2007-07-10,99,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,21/11/07,2007-11-21,500,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,05/10/07 12:42,,,,,,,,,0,0,0
505276,CAR MANIJA LARGA,50527,18,0,TRUE,21,,, $,2007-07-10,99,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,21/11/07,2007-11-21,400,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,05/10/07 12:42,,,,,,,,,0,0,0
50528,CAR DETALLE FRENTE,50528,18,0,TRUE,21,,, $,2007-07-10,99,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,21/11/07,2007-11-21,1,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 11:30,,,,,,,,,0,0,0
505281,CAR DETALLE FRENTE,50528,18,0,TRUE,21,,, $,2007-07-10,94,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,27/07/21,2021-07-27,4,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 11:33,,,,,,,,,0,0,0
505286,CAR DETALLE FRENTE,50528,18,0,TRUE,21,,, $,2007-07-10,94,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,21/11/07,2007-11-21,300,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 11:34,,,,,,,,,0,0,0
50529,CAR DETALLE FRENTE,50529,18,0,TRUE,21,,, $,2007-07-10,99,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,21/11/07,2007-11-21,1,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 11:53,,,,,,,,,0,0,0
505291,CAR DETALLE FRENTE,50529,18,0,TRUE,21,,, $,2007-07-10,99,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,27/07/21,2021-07-27,4,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 11:54,,,,,,,,,0,0,0
505296,CAR DETALLE FRENTE,50529,18,0,TRUE,21,,, $,2007-07-10,99,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,21/11/07,2007-11-21,400,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 11:55,,,,,,,,,0,0,0
50537,BAGUETT CON PASADORES,50537,18,0,TRUE,21,,, $,2007-07-10,99,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,21/11/07,2007-11-21,1,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 11:56,,,,,,,,,0,0,0
505371,BAGUETT CON PASADORES,50537,18,0,TRUE,21,,, $,2007-07-10,99,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,23/07/21,2021-07-23,6,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 11:56,,,,,,,,,0,0,0
505376,BAGUETT CON PASADORES,50537,18,0,TRUE,21,,, $,2007-07-10,99,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,21/11/07,2007-11-21,410,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 11:57,,,,,,,,,0,0,0
50538,SHOPING CON PASADORES,50538,18,0,TRUE,21,,, $,2007-07-10,99,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,21/11/07,2007-11-21,1,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 12:00,,,,,,,,,0,0,0
505381,SHOPING CON PASADORES,50538,18,0,TRUE,21,,, $,2007-07-10,99,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,21/11/07,2007-11-21,400,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 12:01,,,,,,,,,0,0,0
505386,SHOPING CON PASADORES,50538,18,0,TRUE,21,,, $,2007-07-10,99,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,27/07/21,2021-07-27,2,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 12:07,,,,,,,,,0,0,0
50539,GONDOLA CON PASADORES,50539,18,0,TRUE,21,,, $,2007-07-10,99,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,21/11/07,2007-11-21,1,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 12:09,,,,,,,,,0,0,0
505391,GONDOLA CON PASADORES,50539,18,0,TRUE,21,,, $,2007-07-10,99,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,21/11/07,2007-11-21,500,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 12:16,,,,,,,,,0,0,0
505396,GONDOLA CON PASADORES,50539,18,0,TRUE,21,,, $,2007-07-10,99,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,27/07/21,2021-07-27,12,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 12:19,,,,,,,,,0,0,0
50385,BOLSO DOS MANIJAS,50385,18,0,TRUE,21,,, $,2007-07-10,99,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,21/11/07,2007-11-21,1,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 12:20,,,,,,,,,0,0,0
503851,BOLSO DOS MANIJAS,50385,18,0,TRUE,21,,, $,2007-07-10,99,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,26/07/21,2021-07-26,19,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 12:21,,,,,,,,,0,0,0
503855,BOLSO DOS MANIJAS,50385,18,0,TRUE,21,,, $,2007-07-10,99,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,26/07/21,2021-07-26,130,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 12:22,,,,,,,,,0,0,0
503856,BOLSO DOS MANIJAS,50385,18,0,TRUE,21,,, $,2007-07-10,99,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,26/07/21,2021-07-26,152,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 12:23,,,,,,,,,0,0,0
50555,MOCHILA DOS BOLSILLOS,50555,18,0,TRUE,21,,, $,2007-07-10,99,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,21/11/07,2007-11-21,1,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 12:24,,,,,,,,,0,0,0
505551,MOCHILA DOS BOLSILLOS,50555,18,0,TRUE,21,,, $,2007-07-10,99,,,,,2,08/03/10,2010-03-08,1,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 12:25,,,,,,,,,0,0,0
505555,MOCHILA DOS BOLSILLOS,50555,18,0,TRUE,21,,, $,2007-07-10,99,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,23/12/09,2009-12-23,50,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 12:26,,,,,,,,,0,0,0
505556,MOCHILA DOS BOLSILLOS,50555,18,0,TRUE,21,,, $,2007-07-10,99,,,,,2,12/05/10,2010-05-12,1,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 12:27,,,,,,,,,0,0,0
50541,GONDOLA CON RABILLO MET,50541,18,0,TRUE,21,,, $,2007-07-10,99,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,21/11/07,2007-11-21,1,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 12:28,,,,,,,,,0,0,0
505411,GONDOLA CON RABILLO MET,50541,18,0,TRUE,21,,, $,2007-07-10,99,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,27/08/10,2010-08-27,1,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 12:29,,,,,,,,,0,0,0
505416,GONDOLA CON RABILLO MET,50541,18,0,TRUE,21,,, $,2007-07-10,99,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,21/11/07,2007-11-21,500,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 12:30,,,,,,,,,0,0,0
50484,DOS BOLSILLOS CHICA,50484,18,0,TRUE,21,,, $,2007-07-10,99,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,21/11/07,2007-11-21,1,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 12:51,,,,,,,,,0,0,0
504841,DOS BOLSILLOS CHICA,50484,18,0,TRUE,21,,, $,2007-07-10,99,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,26/07/21,2021-07-26,25,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 12:52,,,,,,,,,0,0,0
504842,DOS BOLSILLOS CHICA,50484,18,0,TRUE,21,,, $,2007-07-10,99,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,26/07/21,2021-07-26,29,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 13:00,,,,,,,,,0,0,0
504845,DOS BOLSILLOS CHICA,50484,18,0,TRUE,21,,, $,2007-07-10,99,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,21/11/07,2007-11-21,400,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 13:01,,,,,,,,,0,0,0
50485,DOS BOLSILLOS GRANDE,50485,18,0,TRUE,21,,, $,2007-07-10,99,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,21/11/07,2007-11-21,1,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 13:02,,,,,,,,,0,0,0
504851,DOS BOLSILLOS GRANDE,50485,18,0,TRUE,21,,, $,2007-07-10,99,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,26/07/21,2021-07-26,36,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 13:03,,,,,,,,,0,0,0
504852,DOS BOLSILLOS GRANDE,50485,18,0,TRUE,21,,, $,2007-07-10,99,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,26/07/21,2021-07-26,46,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 13:04,,,,,,,,,0,0,0
504855,DOS BOLSILLOS GRANDE,50485,18,0,TRUE,21,,, $,2007-07-10,99,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,21/11/07,2007-11-21,400,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 13:06,,,,,,,,,0,0,0
50486,DOS BOLSILLOS MEDIANA,50486,18,0,TRUE,21,,, $,2007-07-10,99,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,21/11/07,2007-11-21,1,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 13:07,,,,,,,,,0,0,0
504861,DOS BOLSILLOS MEDIANA,50486,18,0,TRUE,21,,, $,2007-07-10,99,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,26/07/21,2021-07-26,23,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 13:08,,,,,,,,,0,0,0
504862,DOS BOLSILLOS MEDIANA,50486,18,0,TRUE,21,,, $,2007-07-10,99,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,21/11/07,2007-11-21,400,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 13:08,,,,,,,,,0,0,0
504865,DOS BOLSILLOS MADIANA,50486,18,0,TRUE,21,,, $,2007-07-10,99,16-11-07 BS AS,CHINA,07001IC04195412 Z,,2,21/11/07,2007-11-21,400,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 13:09,,,,,,,,,0,0,0
50554,BAGUETTE CON DETALLE,50554,17,0,TRUE,21,,, $,2007-07-10,99,20-09-07 BS AS,CHINA,07-001IC04 155115 M,,2,25/09/07,2007-09-25,1,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 15:06,,,,,,,,,0,0,0
505541,BAGUETTE CON DETALLE,50554,17,0,TRUE,21,,, $,2007-07-10,99,20-09-07 BS AS,CHINA,07-001IC04 155115 M,,2,27/07/21,2021-07-27,61,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 15:06,,,,,,,,,0,0,0
505546,BAGUETTE CON DETALLE,50554,17,0,TRUE,21,,, $,2007-07-10,99,20-09-07 BS AS,CHINA,07-001IC04 155115 M,,2,27/07/21,2021-07-27,5,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 15:07,,,,,,,,,0,0,0
50553,CADENA CHICA,50553,17,0,TRUE,21,,, $,2007-07-10,99,20-09-07 BS AS,CHINA,07-001IC04 155115 M,,2,25/09/07,2007-09-25,1,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,26/09/07 12:38,,,,,,,,,0,0,0
505531,CADENA CHICA,50553,17,0,TRUE,21,,, $,2007-07-10,99,20-09-07 BS AS,CHINA,07-001IC04 155115 M,,2,27/07/21,2021-07-27,2,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,26/09/07 12:39,,,,,,,,,0,0,0
505537,CADENA CHICA,50553,17,0,TRUE,21,,, $,2007-07-10,99,20-09-07 BS AS,CHINA,07-001IC04 155115 M,,2,25/09/07,2007-09-25,400,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,26/09/07 12:39,,,,,,,,,0,0,0
50548,CAR FASHION,50548,17,0,TRUE,21,,, $,2007-07-10,99,20-09-07 BS AS,CHINA,07-001IC04 155115 M,,2,25/09/07,2007-09-25,1,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,26/09/07 12:37,,,,,,,,,0,0,0
505481,CAR FAHION,50548,17,0,TRUE,21,,, $,2007-07-10,99,20-09-07 BS AS,CHINA,07-001IC04 155115 M,,2,25/09/07,2007-09-25,600,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,26/09/07 12:38,,,,,,,,,0,0,0
505485,CAR FASHION,50548,17,0,TRUE,21,,, $,2007-07-10,99,,,,,2,16/11/07,2007-11-16,2,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 15:12,,,,,,,,,0,0,0
50535,CHICA TRES DIV,50535,17,0,TRUE,21,,, $,2007-07-10,99,20-09-07 BS AS,CHINA,07-001IC04 155115 M,,2,25/09/07,2007-09-25,1,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,26/09/07 12:35,,,,,,,,,0,0,0
505351,CHICA TRES DIV,50535,17,0,TRUE,21,,, $,2007-07-10,99,20-09-07 BS AS,CHINA,07-001IC04 155115 M,,2,27/07/21,2021-07-27,2,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,26/09/07 12:34,,,,,,,,,0,0,0
505356,CHICA TRES DIV,50535,17,0,TRUE,21,,, $,2007-07-10,99,20-09-07 BS AS,CHINA,07-001IC04 155115 M,,2,27/07/21,2021-07-27,1,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,26/09/07 12:35,,,,,,,,,0,0,0
50534,CAR CON COSTURA,50534,17,0,TRUE,21,,, $,2007-07-10,99,20-09-07 BS AS,CHINA,07-001IC04 155115 M,,2,25/09/07,2007-09-25,1,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,26/09/07 12:18,,,,,,,,,0,0,0
505341,CAR CON COSTURA,50534,17,0,TRUE,21,,, $,2007-07-10,99,20-09-07 BS AS,CHINA,07-001IC04 155115 M,,2,27/07/21,2021-07-27,27,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,26/09/07 12:19,,,,,,,,,0,0,0
505346,CAR CON COSTURA,50534,17,0,TRUE,21,,, $,2007-07-10,99,20-09-07 BS AS,CHINA,07-001IC04 155115 M,,2,27/07/21,2021-07-27,57,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,26/09/07 12:20,,,,,,,,,0,0,0
50497,CAR TRES DIV,50497,17,0,TRUE,21,,, $,2007-07-10,99,20-09-07 BS AS,CHINA,07-001IC04 155115 M,,2,25/09/07,2007-09-25,1,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 15:22,,,,,,,,,0,0,0
504971,CAR TRES DIV,50497,17,0,TRUE,21,,, $,2007-07-10,99,20-09-07 BS AS,CHINA,07-001IC04 155115 M,,2,26/07/21,2021-07-26,3,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 15:23,,,,,,,,,0,0,0
504976,CAR TRES DIV,50497,17,0,TRUE,21,,, $,2007-07-10,99,20-09-07 BS AS,CHINA,07-001IC04 155115 M,,2,25/09/07,2007-09-25,400,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 15:23,,,,,,,,,0,0,0
50496,BALDE CON VISTA,50496,17,0,TRUE,21,,, $,2007-07-10,99,20-09-07 BS AS,CHINA,07-001IC04 155115 M,,2,25/09/07,2007-09-25,1,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,26/09/07 12:02,,,,,,,,,0,0,0
504961,BALDE CON VISTA,50496,17,0,TRUE,21,,, $,2007-07-10,99,20-09-07 BS AS,CHINA,07-001IC04 155115 M,,2,12/05/10,2010-05-12,1,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,26/09/07 12:03,,,,,,,,,0,0,0
504966,BALDE CON VISTA,50496,17,0,TRUE,21,,, $,2007-07-10,99,20-09-07 BS AS,CHINA,07-001IC04 155115 M,,2,26/07/21,2021-07-26,40,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,26/09/07 12:03,,,,,,,,,0,0,0
50495,GONDOLA CHATA,50495,17,0,TRUE,21,,, $,2007-07-10,99,20-09-07 BS AS,CHINA,07-001IC04 155115 M,,2,25/09/07,2007-09-25,1,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,26/09/07 12:01,,,,,,,,,0,0,0
504951,GONDOLA CHATA,50495,17,0,TRUE,21,,, $,2007-07-10,99,20-09-07 BS AS,CHINA,07-001IC04 155115 M,,2,26/07/21,2021-07-26,41,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 15:27,,,,,,,,,0,0,0
504956,GONDOLA CHATA,50495,17,0,TRUE,21,,, $,2007-07-10,99,20-09-07 BS AS,CHINA,07-001IC04 155115 M,,2,25/09/07,2007-09-25,400,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 15:27,,,,,,,,,0,0,0
50476,BAGUETTE,50476,17,0,TRUE,21,,, $,2007-07-10,99,20-09-07 BS AS,CHINA,07-001IC04 155115 M,,2,25/09/07,2007-09-25,1,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,26/09/07 11:57,,,,,,,,,0,0,0
504761,BAGUETTE,50476,17,0,TRUE,21,,, $,2007-07-10,99,20-09-07 BS AS,CHINA,07-001IC04 155115 M,,2,26/07/21,2021-07-26,40,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 15:29,,,,,,,,,0,0,0
504766,BAGUETTE,50476,17,0,TRUE,21,,, $,2007-07-10,99,20-09-07 BS AS,CHINA,07-001IC04 155115 M,,2,26/07/21,2021-07-26,24,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,10/07/07 15:29,,,,,,,,,0,0,0
50475,GONDOLA TIP TOP,50475,17,0,TRUE,21,,, $,2007-07-10,99,20-09-07 BS AS,CHINA,07-001IC04 155115 M,,2,25/09/07,2007-09-25,1,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,26/09/07 11:55,,,,,,,,,0,0,0
504751,GONDOLA TIP TOP,50475,17,0,TRUE,21,,, $,2007-07-10,99,20-09-07 BS AS,CHINA,07-001IC04 155115 M,,2,26/07/21,2021-07-26,26,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,26/09/07 11:55,,,,,,,,,0,0,0
504756,GONDOLA TIP TOP,50475,17,0,TRUE,21,,, $,2007-07-10,99,20-09-07 BS AS,CHINA,07-001IC04 155115 M,,2,25/09/07,2007-09-25,400,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,26/09/07 11:56,,,,,,,,,0,0,0
50474,DOR DIVICIONES CON VISTA,50474,17,0,TRUE,21,,, $,2007-07-10,99,20-09-07 BS AS,CHINA,07-001IC04 155115 M,,2,25/09/07,2007-09-25,1,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,26/09/07 11:53,,,,,,,,,0,0,0
504741,DOS DIVICIONES CON VISTA,50474,17,0,TRUE,21,,, $,2007-07-10,99,20-09-07 BS AS,CHINA,07-001IC04 155115 M,,2,26/07/21,2021-07-26,12,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,26/09/07 11:53,,,,,,,,,0,0,0
504746,DOS DIVICIONES CON VISTA,50474,17,0,TRUE,21,,, $,2007-07-10,99,20-09-07 BS AS,CHINA,07-001IC04 155115 M,,2,26/07/21,2021-07-26,2,0,1,,1,1,2,AC,,,0,0,0,0,,,,,,,,FALSE,FALSE,TRUE,1,1,1,26/09/07 11:54,,,,,,,,,0,0,0
